day,cx
2022-11-08,64.21376
2022-11-09,70.62031
2022-11-10,69.79814
2022-11-11,140.92677
2022-11-12,141.63303
2022-11-13,64.107834
2022-11-14,68.94319
2022-11-15,69.32583
2022-11-16,83.94156
2022-11-17,65.610725
2022-11-18,103.326
2022-11-19,123.319756
2022-11-20,71.6866
2022-11-21,63.981174
2022-11-22,58.407433
2022-11-23,67.59523
2022-11-24,78.74513
2022-11-25,90.59628
2022-11-26,141.25067
2022-11-27,75.79613
2022-11-28,56.48946
2022-11-29,72.41807
2022-11-30,61.81002
2022-12-01,65.15114
2022-12-02,118.367836
2022-12-03,144.78152
2022-12-04,136.11908
2022-12-05,91.872986
2022-12-06,67.97272
2022-12-07,73.29553
2022-12-08,79.39277
2022-12-09,162.69225
2022-12-10,143.59074
2022-12-11,101.638695
2022-12-12,68.00034
2022-12-13,71.44633
2022-12-14,60.83923
2022-12-15,66.23909
2022-12-16,122.30918
2022-12-17,100.05257
2022-12-18,56.781696
2022-12-19,55.105984
2022-12-20,57.614372
2022-12-21,67.86332
2022-12-22,74.52532
2022-12-23,105.122406
2022-12-24,37.02506
2022-12-25,48.432808
2022-12-26,59.69343
2022-12-27,72.45225
2022-12-28,73.73912
2022-12-29,74.60587
2022-12-30,85.69745
2022-12-31,57.25642
2023-01-01,51.63346
2023-01-02,57.279285
2023-01-03,50.24506
2023-01-04,52.04279
2023-01-05,57.009308
2023-01-06,64.39399
2023-01-07,67.15325
2023-01-08,51.302166
2023-01-09,46.973495
2023-01-10,49.9814
2023-01-11,48.691723
2023-01-12,52.358032
2023-01-13,67.22597
2023-01-14,82.05058
2023-01-15,64.44255
2023-01-16,56.0
2023-01-17,58.3
2023-01-18,65.8
2023-01-19,62.4
2023-01-20,95.4
2023-01-21,103.1
2023-01-22,72.1
2023-01-23,63.3
2023-01-24,59.6
2023-01-25,62.3
2023-01-26,67.6
2023-01-27,244.3
2023-01-28,97.4
2023-01-29,62.9
2023-01-30,59.9
2023-01-31,68.5
2023-02-01,62.0
2023-02-02,70.0
2023-02-03,77.5
2023-02-04,100.7
2023-02-05,107.7
2023-02-06,57.6
2023-02-07,49.5
2023-02-08,65.7
2023-02-09,55.3
2023-02-10,80.9
2023-02-11,164.0
2023-02-12,109.3
2023-02-13,73.6
2023-02-14,100.5
2023-02-15,106.8
2023-02-16,130.7
2023-02-17,106.9
2023-02-18,183.4
2023-02-19,120.0
2023-02-20,69.2
2023-02-21,70.0
2023-02-22,62.8
2023-02-23,66.8
2023-02-24,92.3



